"state","county.x","pop_summed","area_summed","cattled_farms_summed","cattle_count_summed","broiler_farms_summed","broiler_count_summed","layer_farms_summed","layer_count_summed","hog_farms_summed","hog_count_summed","sheep_farms_summed","sheep_count_summed","Population..2020.census.","Area..mi.2.","cattle.farms.x","cattle.count.x","hog.farm.x","hog.count.x","sheep.farm.x","sheep.count.x","broiler.farm.x","broiler.count.x","layer.farm.x","layer.count.x","X","county.y","cattle.farms.y","cattle.count.y","hog.farm.y","hog.count.y","layer.farm.y","layer.count.y","broiler.farm.y","broiler.count.y","sheep.farm.y","sheep.count.y","surrounding_population_density","population_density","animal_density","surrounding_animal_density"
"virginia","halifax",314892,4764,1896,134754,57,4281,542,287998,205,23292,155,4328,34022,814,298,14433,34,16249,27,1073,2,-47,89,15567,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,66.0982367758186,41.7960687960688,17.7309582309582,28.2858942065491
"virginia","hampton",896004,577,19,472,7,5560,20,706,7,143,22,186,137148,52,0,0,0,0,0,0,0,0,0,0,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,1552.86655112652,2637.46153846154,0,0.818024263431542
"virginia","hanover",718365,2912,606,38002,36,1619275,408,12768,89,922,104,2347,109979,473,141,7077,26,393,17,342,9,1614010,83,1451,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,246.691277472527,232.513742071882,14.9619450317125,13.0501373626374
"virginia","henrico",893694,2074,384,19552,27,1617461,286,6416,62,846,55,1100,334389,238,9,258,4,24,0,0,0,0,23,695,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,430.903567984571,1404.99579831933,1.08403361344538,9.42719382835101
"virginia","henry",327330,3571,2440,161917,62,1671,685,141559,173,4409,143,4497,50948,382,118,4194,10,56,5,51,7,195,51,2108,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,91.663399607953,133.371727748691,10.979057591623,45.3422010641277
"virginia","highland",97940,3557,1527,131000,111,44901526,362,525628,83,1102,267,16985,2232,416,138,11179,7,7,41,2437,2,-47,24,1450,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,27.5344391341018,5.36538461538461,26.8725961538462,36.8287883047512
"virginia","isleofwight",421988,1806,151,7401,25,6064744,112,3672,36,60453,32,663,38606,316,49,2967,8,23179,11,274,8,725400,37,1515,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,233.658914728682,122.170886075949,9.38924050632911,4.09800664451827
"virginia","jamescity",454750,1837,155,6319,21,732286,166,6699,41,23255,40,647,78254,143,13,732,2,-47,5,40,0,0,13,170,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,247.550353837779,547.230769230769,5.11888111888112,3.43984757757213
"virginia","kingandqueen",216439,2082,171,8629,24,11086,181,6709,45,436,58,932,6608,316,21,848,4,28,4,58,1,-47,8,122,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,103.957252641691,20.9113924050633,2.68354430379747,4.14457252641691
"virginia","botetourt",352763,2968,1639,103605,38,2053868,540,12454,117,699,129,3119,33596,543,290,18353,10,72,19,428,7,1034,78,1557,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,118.855458221024,61.8710865561694,33.7992633517495,34.9073450134771
"virginia","kingwilliam",188229,1807,250,12474,24,1618596,190,5443,41,560,57,1093,17810,275,17,1821,5,112,15,154,11,4200,33,1276,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,104.166574432761,64.7636363636364,6.62181818181818,6.90315439955728
"virginia","lancaster",312928,1420,124,3976,58,48879348,100,2160,25,253,23,426,10919,133,2,0,0,0,6,55,5,312,9,434,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,220.371830985915,82.0977443609023,0,2.8
"virginia","lee",169512,2861,1872,85013,23,626,373,8636,45,396,164,4425,22173,437,391,19088,8,126,34,1139,2,-47,62,1507,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,59.2492135616917,50.7391304347826,43.6796338672769,29.7144355120587
"virginia","loudoun",3711557,3728,2099,140731,116,18077,1530,99221,273,8757,575,16222,420959,520,324,12993,51,372,124,3325,28,-47,297,10317,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,995.589324034335,809.536538461538,24.9865384615385,37.7497317596567
"virginia","louisa",488232,3008,1108,73942,53,1621328,591,19688,117,1419,165,5591,37596,498,193,12932,23,249,22,637,6,59,96,2667,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,162.311170212766,75.4939759036145,25.9678714859438,24.5817819148936
"virginia","lunenburg",107124,2765,836,52455,26,9325177,247,7363,50,83,72,1609,11936,432,117,6155,6,24,24,414,7,295,36,1017,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,38.7428571428571,27.6296296296296,14.2476851851852,18.9710669077758
"virginia","madison",154252,1780,1205,92106,110,25467339,421,109799,74,1532,124,3557,13837,322,224,19127,13,584,22,569,4,-47,68,1661,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,86.6584269662921,42.972049689441,59.4006211180124,51.7449438202247
"virginia","mathews",173609,1201,52,1714,57,48885386,130,8444,36,258,34,624,8533,86,5,42,11,52,6,58,2,-47,30,5030,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,144.553705245629,99.2209302325581,0.488372093023256,1.42714404662781
"virginia","mecklenburg",225867,4162,1119,64866,24,1355,347,25436,101,36894,118,2990,30319,624,165,11171,8,39,14,151,0,0,50,1098,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,54.2688611244594,48.588141025641,17.9022435897436,15.5852955309947
"virginia","middlesex",367223,2054,150,4572,65,48885698,165,8955,51,381,44,737,10625,130,11,1000,4,126,6,6,0,0,13,188,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,178.784323271665,81.7307692307692,7.69230769230769,2.22590068159688
"virginia","montgomery",367616,2073,1308,98678,29,2117,411,10652,82,432,159,7555,99721,388,282,19670,16,-47,35,1467,10,1498,96,2501,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,177.335262904004,257.012886597938,50.6958762886598,47.6015436565364
"virginia","nelson",291557,4156,2284,185906,133,44183091,683,146145,158,20411,316,13977,14775,472,179,10825,3,14,19,605,0,0,44,1461,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,70.1532723772859,31.3029661016949,22.9343220338983,44.7319538017324
"virginia","newkent",576758,1837,220,11038,26,1618596,194,4867,45,557,53,734,22945,210,9,172,2,-47,5,140,3,386,23,941,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,313.96733805117,109.261904761905,0.819047619047619,6.00870985302123
"virginia","newportnews",424938,1296,118,5406,16,1383544,122,4343,26,23418,29,511,186247,68,0,0,0,0,0,0,0,0,0,0,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,327.884259259259,2738.92647058824,0,4.1712962962963
"virginia","norfolk",678945,613,25,559,7,5560,43,1896,8,143,23,186,238005,54,0,0,0,0,0,0,0,0,0,0,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,1107.57748776509,4407.5,0,0.911908646003263
"virginia","northampton",969521,1338,53,1815,57,48884446,115,7114,29,353,44,615,12282,207,1,0,0,0,6,60,0,0,2,-47,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,724.604633781764,59.3333333333333,0,1.35650224215247
"virginia","northumberland",448578,2382,297,7280,165,92189416,265,15419,75,1191,70,1018,11839,192,18,665,3,-47,1,-47,3,150,8,393,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,188.319899244333,61.6614583333333,3.46354166666667,3.05625524769102
"virginia","nottoway",106488,2527,661,43216,43,17287729,256,5042,49,279,72,1665,15642,315,143,8272,6,20,5,193,10,7158000,49,-47,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,42.1400870597546,49.6571428571429,26.2603174603175,17.1017016224772
"virginia","orange",413218,2824,1348,100497,49,3494,593,22879,115,1570,194,6507,36254,342,195,18347,15,289,16,836,2,-47,79,3887,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,146.323654390935,106.005847953216,53.6461988304094,35.5867563739377
"virginia","page",234116,2634,2293,180229,422,164084493,629,805361,143,2733,282,9765,23709,311,270,17449,7,220,18,418,71,25464217,51,94647,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,88.8823082763857,76.2347266881029,56.1061093247588,68.4240698557327
"virginia","patrick",291723,3417,2800,175483,96,31939902,744,874452,159,22259,181,6517,17608,483,230,10877,9,53,20,425,2,-47,54,851,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,85.3740122914838,36.4554865424431,22.51966873706,51.3558677202224
"virginia","pittsylvania",457118,5133,3347,224659,84,4463,970,295144,272,21161,207,5358,60501,978,527,49850,27,3328,32,927,19,-47,116,38663,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,89.0547438145334,61.861963190184,50.9713701431493,43.7675823105396
"virginia","powhatan",776937,1864,423,31414,60,15390832,247,137552,55,729,55,1254,30333,261,86,4512,7,350,14,247,5,2979,50,-47,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,416.81169527897,116.218390804598,17.2873563218391,16.8530042918455
"virginia","princeedward",116839,3145,1190,85005,92,30566344,386,141038,111,19292,107,2482,21849,353,134,8732,12,-47,11,327,6,2166882,50,1098,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,37.1507154213037,61.8951841359773,24.7365439093484,27.0286168521463
"virginia","princegeorge",459668,2148,194,7033,20,1106,165,4779,39,324,31,645,43010,266,22,398,11,220,2,-47,4,40,31,969,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,213.998137802607,161.691729323308,1.49624060150376,3.27420856610801
"virginia","princewilliam",2474134,2598,904,49343,55,786,827,26429,125,1730,259,6524,482204,338,61,1542,5,62,23,775,8,430,84,2345,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,952.322555812163,1426.63905325444,4.56213017751479,18.9926866820631
"virginia","pulaski",229499,2747,2091,185167,27,2668,478,12830,78,1153,229,12182,33800,321,206,28358,8,40,42,3426,1,-47,54,2669,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,83.5453221696396,105.295950155763,88.3426791277259,67.4069894430288
"virginia","rappahannock",211145,2145,1406,103253,120,25467237,615,110501,99,2053,184,4486,7348,267,151,11924,6,159,27,744,15,642,86,2494,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,98.4358974358974,27.5205992509363,44.6591760299625,48.1365967365967
"virginia","richmond",297992,1194,135,5585,12,462,89,2477,22,229,26,98,226610,60,30,484,1,-47,0,0,0,0,13,411,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,249.574539363484,3776.83333333333,8.06666666666667,4.67755443886097
"virginia","richmond",297992,1194,135,5585,12,462,89,2477,22,229,26,98,8923,192,30,484,1,-47,0,0,0,0,13,411,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,249.574539363484,46.4739583333333,2.52083333333333,4.67755443886097
"virginia","roanoke",492744,3392,2839,190327,63,5728,856,21846,184,1095,189,5211,100011,43,71,2842,16,58,6,95,1,-47,49,868,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,145.266509433962,2325.83720930233,66.0930232558139,56.110554245283
"virginia","roanoke",492744,3392,2839,190327,63,5728,856,21846,184,1095,189,5211,96929,251,71,2842,16,58,6,95,1,-47,49,868,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,145.266509433962,386.171314741036,11.3227091633466,56.110554245283
"virginia","rockbridge",278709,4794,2650,202145,122,38331775,700,147242,145,1672,284,11554,22650,600,357,29919,18,167,47,1743,10,2050926,88,2267,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,58.1370463078849,37.75,49.865,42.1662494785148
"virginia","rockingham",382528,4806,3469,289512,575,243623571,927,1920312,205,3319,499,22604,83757,851,949,87565,48,282,136,5790,258,112754497,209,641510,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,79.5938410320433,98.4218566392479,102.896592244418,60.2397003745318
"virginia","russell",242130,3788,2509,193543,12,3885,541,6979,103,1018,389,15026,25781,475,512,37017,26,90,57,1817,0,0,79,1096,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,63.9202745512144,54.2757894736842,77.9305263157895,51.093717001056
"virginia","scott",381141,3538,3707,209017,29,1851032,861,13463,153,972,383,13252,21576,537,580,21773,14,146,66,1991,4,80,118,1916,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,107.727812323347,40.1787709497207,40.5456238361266,59.0777275296778
"virginia","shenandoah",298097,2886,2304,174692,467,198723224,672,1395173,162,2400,313,10782,44186,512,465,31990,28,1229,48,1733,66,25864817,123,59400,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,103.290713790714,86.30078125,62.48046875,60.5308385308385
"virginia","smyth",199838,3276,2708,272497,11,4879,561,8404,119,1755,380,17557,29800,452,307,40588,11,411,44,2529,4,3805,52,972,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,61.0006105006105,65.929203539823,89.7964601769911,83.1797924297924
"virginia","southampton",229208,3639,205,10221,83,31471568,147,4907,70,235357,33,632,17996,600,39,2082,11,37035,4,152,9,4681200,13,519,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,62.9865347622973,29.9933333333333,3.47,2.80873866446826
"virginia","spotsylvania",564227,2898,960,67256,40,1616987,517,16601,116,1280,138,3908,140032,401,73,6698,10,38,23,628,6,620,49,2129,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,194.695307108351,349.206982543641,16.7032418952618,23.207729468599
"virginia","stafford",1128914,3171,1004,65306,48,3566,704,22670,110,1619,202,4936,156927,270,43,1676,17,140,12,216,3,138,67,1999,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,356.011983601388,581.211111111111,6.20740740740741,20.5947650583412
"virginia","suffolk",263682,1636,106,6702,45,17903113,83,2330,33,80354,16,426,94324,400,20,608,7,239,11,197,8,658144,31,955,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,161.174816625917,235.81,1.52,4.09657701711491
"virginia","surry",388276,2345,181,7778,26,5407015,137,4159,46,60434,31,466,6561,279,30,1012,8,-47,1,-47,0,0,18,513,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,165.576119402985,23.5161290322581,3.62724014336918,3.31684434968017
"virginia","sussex",117734,2436,220,8821,20,4682220,133,3971,45,37359,22,473,10829,491,18,457,4,-47,1,-47,3,375,14,261,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,48.3308702791461,22.0549898167006,0.930753564154786,3.62110016420361
"virginia","tazewell",201410,3040,1512,123115,15,3852,321,6782,67,697,225,9064,40429,520,272,26632,11,130,82,3584,0,0,79,1860,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,66.2532894736842,77.7480769230769,51.2153846153846,40.4983552631579
"virginia","virginiabeach",415535,839,15,0,3,154,29,904,5,46,8,60,459470,248,18,472,7,143,16,126,7,5560,18,706,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,495.274135876043,1852.70161290323,1.90322580645161,0
"virginia","warren",295144,2546,1862,119552,180,51330888,793,171426,139,3045,292,8296,40727,214,122,4885,29,123,22,371,4,-47,55,1354,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,115.924587588374,190.31308411215,22.8271028037383,46.9567949725059
"virginia","washington",322536,3183,3086,228298,15,3885,689,9268,129,1066,375,14041,53935,564,704,64483,26,144,103,4474,1,-47,149,-47,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,101.33081998115,95.6294326241135,114.331560283688,71.7241595978636
"virginia","westmoreland",583565,2039,418,10827,29,150,338,12283,109,1639,83,1005,18477,229,23,1823,3,8,12,37,2,-47,18,317,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,286.201569396763,80.6855895196506,7.96069868995633,5.30995586071604
"virginia","wise",226832,3779,1632,83422,11,80,366,8323,65,492,202,5537,36130,403,52,1594,1,-47,10,129,2,-47,24,526,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,60.024345064832,89.6526054590571,3.95533498759305,22.0751521566552
"virginia","wythe",142648,2514,1842,204291,11,4879,382,9540,72,1468,210,12080,28290,463,419,55265,27,853,43,3508,5,1074,91,2165,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,56.7414478918059,61.1015118790497,119.362850971922,81.2613365155131
"virginia","york",632077,881,42,1232,9,6500,101,8426,28,100,24,293,70045,106,6,87,1,-47,1,-47,0,0,23,1190,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,717.454029511918,660.801886792453,0.820754716981132,1.39841089670829
"virginia","kinggeorge",410230,1888,275,10150,12,138,249,8491,64,655,74,1186,26723,180,40,1732,5,52,6,126,1,-47,24,769,2827,"Virginia",17402,1273665,1246,282797,5938,2374640,1009,292409636,2311,82208,217.282838983051,148.461111111111,9.62222222222222,5.3760593220339
"washington","adams",275334,10317,868,382062,10,587,286,2112,38,544,99,6218,20613,1925,95,53272,8,216,5,558,0,0,18,-47,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,26.6874091305612,10.7080519480519,27.6737662337662,37.0322768246583
"washington","asotin",122025,7499,625,68082,14,2645,260,4284,28,841,96,8177,22285,636,71,6478,0,0,6,37,0,0,28,382,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,16.2721696226163,35.0393081761006,10.185534591195,9.07881050806774
"washington","chelan",3435608,18237,1807,139075,72,1967,1189,826047,193,646,385,7356,79074,2920,25,281,4,25,13,42,1,-47,42,809,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,188.386686406756,27.0801369863014,0.0962328767123288,7.62598015024401
"washington","clallam",127920,3716,258,5881,11,7688,207,6701,52,835,85,2258,77155,1738,144,2197,35,378,22,372,4,132,115,3667,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,34.4241119483315,44.3929804372842,1.26409666283084,1.58261571582347
"washington","clark",1494094,4516,1269,20404,99,1271999,913,25683,122,728,230,3893,503311,629,607,8920,56,304,116,2397,43,1266887,466,12683,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,330.844552701506,800.176470588235,14.181240063593,4.51815766164748
"washington","columbia",301010,12610,1402,215855,47,5057,620,6492,87,587,216,17159,3952,869,56,3903,4,13,10,91,2,-47,27,487,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,23.8707375099128,4.54775604142693,4.49136939010357,17.1177636796194
"washington","cowlitz",765237,6748,1931,39142,106,16789103,1116,28961,191,1055,287,5224,110730,1139,198,3405,10,39,19,182,8,242,57,1443,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,113.402045050385,97.2168568920105,2.98946444249342,5.80053349140486
"washington","douglas",307576,14984,998,268268,11,357,392,6421,40,180,123,3155,42938,1819,75,15364,5,12,4,-47,0,0,30,495,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,20.5269620928991,23.6052776250687,8.44639912039582,17.9036305392419
"washington","ferry",106603,12261,944,77311,30,1127,412,10053,54,679,121,4257,7178,2204,74,2378,4,19,10,884,2,-47,27,616,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,8.69447842753446,3.2568058076225,1.07894736842105,6.30544001304951
"washington","franklin",537867,11845,1409,426910,22,1442,608,8161,90,762,211,8032,96749,1242,173,94294,12,122,17,211,6,587,78,-47,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,45.4087800759814,77.8977455716586,75.9210950080515,36.0413676656817
"washington","garfield",83887,7519,557,62870,16,2645,229,3822,26,268,94,7811,2286,710,56,7341,3,26,8,2376,0,0,9,90,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,11.1566697699162,3.21971830985916,10.3394366197183,8.36148423992552
"washington","grant",820341,23538,2527,731822,41,1456,1024,9888,153,1266,344,12743,99123,2680,285,195818,3,-47,27,596,0,0,80,-47,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,34.8517716033648,36.9861940298507,73.0664179104478,31.091086753335
"washington","graysharbor",574646,8723,1460,52474,72,15528021,840,1430168,174,1586,235,3683,75636,1902,126,6711,19,315,21,163,4,195,95,1723,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,65.8771065000573,39.7665615141956,3.52839116719243,6.01559096641064
"washington","island",1370713,6400,1031,68544,97,12146,927,821848,178,1166,314,5907,86857,209,98,10715,30,341,39,893,9,2581,106,3705,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,214.17390625,415.583732057416,51.2679425837321,10.71
"washington","benton",837053,18308,2740,860218,64,3207,1198,10414,195,1331,406,19887,206873,1700,473,60114,38,289,71,1276,5,90,232,3393,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,45.7206139392615,121.69,35.3611764705882,46.9859077998689
"washington","king",4674512,15780,2378,302785,130,10427,1803,821120,302,1425,610,14728,2269675,2115,388,13377,55,289,124,2249,22,1610,361,10884,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,296.230164765526,1073.13238770686,6.32482269503546,19.1878960709759
"washington","kitsap",4479933,9239,1627,63065,121,19526,1574,826424,287,1669,503,7538,275611,395,113,897,30,191,47,580,42,2009,213,6367,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,484.893711440632,697.749367088608,2.27088607594937,6.82595518995562
"washington","kittitas",2791875,16127,1719,477674,45,2092,929,13808,137,764,341,11354,44337,2297,271,15848,17,106,41,1254,3,60,100,1620,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,173.118062875922,19.3021332172399,6.89943404440575,29.6195200595275
"washington","klickitat",565070,16487,1863,536608,38,795,843,11074,149,1063,290,10578,22735,1872,244,24170,34,314,33,1417,6,252,116,3501,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,34.2736701643719,12.144764957265,12.9113247863248,32.5473403287439
"washington","lewis",1780989,14985,2824,297481,112,15528011,1551,1428823,286,2114,493,12568,82149,2403,726,20014,80,407,95,1711,32,15520356,346,6919,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,118.851451451451,34.1860174781523,8.32875572201415,19.8519185852519
"washington","lincoln",813651,20789,2038,365931,47,2192,1081,22250,139,1567,288,11432,10876,2311,138,19169,6,152,9,372,1,-47,30,883,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,39.1385348020588,4.70618779749026,8.29467762873215,17.6021453653374
"washington","mason",1665873,7452,1264,35625,95,15530,1070,1428898,188,1806,319,4248,65726,959,72,1837,21,160,31,350,2,-47,95,3112,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,223.547101449275,68.5359749739312,1.9155370177268,4.78059581320451
"washington","okanogan",637663,21040,1692,361949,60,3122674,826,28054,98,954,236,5343,42104,5268,342,40957,11,37,38,1263,7,297,140,3497,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,30.3071768060836,7.99240698557327,7.77467729688686,17.2028992395437
"washington","pacific",226644,6329,1088,35302,42,15521021,534,10700,110,826,154,2485,23365,933,90,4475,4,46,5,84,4,470,38,718,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,35.8103965871386,25.042872454448,4.79635584137192,5.57781640069521
"washington","pendoreille",658351,8649,1348,46609,49,3754,1043,23148,164,1554,241,4727,13401,1400,75,3385,7,58,5,103,3,140,39,470,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,76.1187420511042,9.57214285714286,2.41785714285714,5.38894669904035
"washington","pierce",4165812,12560,2877,298448,161,15530723,1970,1444062,349,2313,640,15182,921130,1670,507,6743,68,482,137,1780,17,6326,401,-47,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,331.672929936306,551.574850299401,4.0377245508982,23.7617834394904
"washington","sanjuan",571147,7763,1109,104578,69,3132646,790,32160,147,1885,259,5337,17788,174,64,2841,9,251,54,1810,4,556,64,2118,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,73.5729743655803,102.229885057471,16.3275862068966,13.4713384001031
"washington","jefferson",631750,7181,667,26041,68,12473,716,21608,152,1842,223,4244,32977,1804,50,843,8,206,9,76,3,7000,28,916,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,87.9752123659657,18.279933481153,0.467294900221729,3.62637515666342
"washington","skamania",1827094,12952,2658,295804,134,16791411,1544,30342,260,1552,461,13626,12036,1656,51,553,7,16,6,136,1,-47,33,473,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,141.066553428042,7.26811594202899,0.333937198067633,22.8384805435454
"washington","snohomish",3668697,9457,1330,78518,113,6200,1238,830507,220,1023,388,6312,827957,2087,399,28653,75,-47,116,1610,26,-47,370,801440,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,387.934545839061,396.721130809775,13.7292764734068,8.30263297028656
"washington","spokane",886036,13871,1863,85384,59,3748,1403,29775,219,1965,352,10273,539339,1764,537,20021,65,618,94,1540,14,1065,491,10968,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,63.8768654026386,305.747732426304,11.3497732426304,6.15557638238051
"washington","stevens",617239,10157,1214,59760,40,2035,802,17994,115,1318,182,4637,46445,2478,390,14807,33,471,64,1738,20,830,215,5057,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,60.7698139214335,18.7429378531073,5.97538337368846,5.88362705523284
"washington","thurston",1439434,7656,1827,53899,82,15526877,1175,1428534,230,1816,358,5303,294793,722,396,18594,42,452,74,1299,27,-47,238,1416780,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,188.013845350052,408.30055401662,25.7534626038781,7.04009926854754
"washington","wahkiakum",314327,6223,1454,38246,68,15522686,683,17096,136,814,199,3302,4422,264,55,0,3,25,4,-47,0,0,27,767,2926,"Washington",9219,1123261,949,17707,5721,6024276,395,25904999,1722,44421,50.5105254700305,16.75,0,6.14591033263699
