County,2020,2021,2022,Rank in state,Percent change,Percent change,Rank in state,State
Fallon,"48,419","49,496","50,398",36,2.2,1.8,49,Montana
Fergus,"45,617","47,976","51,168",35,5.2,6.7,23,Montana
Flathead,"55,522","61,389","63,096",11,10.6,2.8,43,Montana
Gallatin,"64,278","75,990","80,909",1,18.2,6.5,25,Montana
Garfield,"41,756","33,883","43,776",50,-18.9,29.2,3,Montana
Glacier,"41,027","40,962","44,512",48,-0.2,8.7,19,Montana
Golden Valley,"55,626","51,303","56,055",24,-7.8,9.3,17,Montana
Granite,"51,203","55,859","56,476",23,9.1,1.1,53,Montana
Hill,"49,141","50,097","54,495",26,1.9,8.8,18,Montana
Jefferson,"54,262","58,739","60,333",14,8.3,2.7,44,Montana
Judith Basin,"52,433","45,304","53,576",27,-13.6,18.3,5,Montana
Lake,"43,419","46,617","47,554",42,7.4,2,48,Montana
Lewis and Clark,"53,728","58,278","59,484",19,8.5,2.1,47,Montana
Liberty,"60,901","54,887","73,510",2,-9.9,33.9,2,Montana
Lincoln,"41,848","44,670","44,876",47,6.7,0.5,54,Montana
McCone,"44,296","48,025","52,988",28,8.4,10.3,13,Montana
Madison,"64,233","66,830","72,380",3,4,8.3,21,Montana
Meagher,"47,986","45,957","49,399",40,-4.2,7.5,22,Montana
Mineral,"43,855","45,474","46,543",44,3.7,2.4,45,Montana
Missoula,"57,586","61,813","63,790",8,7.3,3.2,42,Montana
Musselshell,"47,410","48,624","49,454",39,2.6,1.7,50,Montana
Park,"53,475","59,297","63,173",10,10.9,6.5,24,Montana
Petroleum,"37,382","26,529","34,027",56,-29,28.3,4,Montana
Phillips,"42,234","42,371","44,965",46,0.3,6.1,26,Montana
Pondera,"55,991","53,094","60,715",13,-5.2,14.4,10,Montana
Powder River,"40,552","37,015","40,797",53,-8.7,10.2,14,Montana
Powell,"50,279","48,000","50,197",37,-4.5,4.6,33,Montana
Prairie,"50,445","48,134","52,839",30,-4.6,9.8,15,Montana
Ravalli,"52,517","57,933","60,302",15,10.3,4.1,36,Montana
Richland,"58,700","61,094","64,385",6,4.1,5.4,31,Montana
Roosevelt,"39,507","41,762","43,738",51,5.7,4.7,32,Montana
Rosebud,"51,262","52,971","52,824",31,3.3,-0.3,56,Montana
Sanders,"40,714","44,417","44,425",49,9.1,0,55,Montana
Sheridan,"53,329","52,319","52,985",29,-1.9,1.3,51,Montana
Silver Bow,"49,834","54,695","56,562",22,9.8,3.4,39,Montana
Stillwater,"62,117","65,637","68,196",4,5.7,3.9,37,Montana
Sweet Grass,"53,559","56,172","59,382",20,4.9,5.7,28,Montana
Teton,"52,619","51,937","60,197",16,-1.3,15.9,9,Montana
Toole,"55,337","50,773","59,651",17,-8.2,17.5,6,Montana
Treasure,"54,839","44,079","51,553",34,-19.6,17,7,Montana
Valley,"49,789","56,153","59,582",18,12.8,6.1,27,Montana
Wheatland,"44,347","43,032","46,650",43,-3,8.4,20,Montana
Wibaux,"44,334","45,971","46,540",45,3.7,1.2,52,Montana
Yellowstone,"55,689","61,444","63,518",9,10.3,3.4,40,Montana
Adams,"52,791","59,143","59,957",44,12,1.4,21,Nebraska
Antelope,"69,293","76,135","68,854",13,9.9,-9.6,85,Nebraska
Arthur,"53,465","52,002","44,552",91,-2.7,-14.3,90,Nebraska
Banner,"64,167","65,537","61,055",38,2.1,-6.8,75,Nebraska
Blaine,"70,770","58,297","54,658",72,-17.6,-6.2,73,Nebraska
Boone,"62,646","75,278","63,171",31,20.2,-16.1,92,Nebraska
Box Butte,"52,327","56,881","55,279",68,8.7,-2.8,45,Nebraska
Boyd,"63,420","77,058","78,548",4,21.5,1.9,16,Nebraska
Brown,"63,885","66,787","63,694",27,4.5,-4.6,59,Nebraska
Buffalo,"61,104","63,090","64,345",25,3.3,2,15,Nebraska
Burt,"50,012","58,751","54,582",73,17.5,-7.1,78,Nebraska
Butler,"52,429","61,699","60,089",43,17.7,-2.6,44,Nebraska
Cass,"57,664","63,038","64,423",24,9.3,2.2,13,Nebraska
Cedar,"56,280","68,427","62,600",33,21.6,-8.5,84,Nebraska
Chase,"68,280","74,217","72,629",8,8.7,-2.1,37,Nebraska
Cherry,"53,775","57,482","53,966",75,6.9,-6.1,70,Nebraska
Cheyenne,"49,093","49,965","50,654",85,1.8,1.4,20,Nebraska
Clay,"57,219","67,098","59,478",46,17.3,-11.4,88,Nebraska
Colfax,"49,334","57,045","55,867",66,15.6,-2.1,35,Nebraska
Cuming,"71,571","77,890","75,151",6,8.8,-3.5,49,Nebraska
Custer,"55,842","61,861","58,535",53,10.8,-5.4,64,Nebraska
Dakota,"42,448","49,692","52,218",81,17.1,5.1,6,Nebraska
Dawes,"44,577","48,428","45,952",90,8.6,-5.1,62,Nebraska
Dawson,"48,274","52,255","52,737",80,8.2,0.9,22,Nebraska
Deuel,"44,973","46,581","46,682",89,3.6,0.2,24,Nebraska
Dixon,"49,975","57,392","55,069",71,14.8,-4,51,Nebraska
Dodge,"50,938","56,967","59,352",47,11.8,4.2,8,Nebraska
Douglas,"63,908","69,494","73,848",7,8.7,6.3,4,Nebraska
Dundy,"84,840","90,133","88,332",1,6.2,-2,34,Nebraska
Fillmore,"60,975","70,246","66,187",17,15.2,-5.8,68,Nebraska
Franklin,"60,193","65,997","60,677",39,9.6,-8.1,81,Nebraska
Frontier,"46,967","57,034","53,520",77,21.4,-6.2,71,Nebraska
Furnas,"53,174","62,426","59,793",45,17.4,-4.2,53,Nebraska
Gage,"51,048","60,506","63,862",26,18.5,5.5,5,Nebraska
Garden,"50,699","54,767","51,563",84,8,-5.9,69,Nebraska
Garfield,"51,147","51,279","48,806",86,0.3,-4.8,61,Nebraska
Gosper,"58,003","68,870","65,828",19,18.7,-4.4,56,Nebraska
Grant,"53,831","54,695","48,679",87,1.6,-11,87,Nebraska
Greeley,"58,822","69,429","62,337",36,18,-10.2,86,Nebraska
Hall,"46,608","53,097","54,001",74,13.9,1.7,18,Nebraska
Hamilton,"60,059","67,986","66,564",15,13.2,-2.1,36,Nebraska
Harlan,"61,150","66,766","63,131",32,9.2,-5.4,65,Nebraska
Hayes,"85,559","90,000","76,360",5,5.2,-15.2,91,Nebraska
Hitchcock,"48,668","60,120","58,682",50,23.5,-2.4,41,Nebraska
Holt,"58,823","68,581","63,189",30,16.6,-7.9,79,Nebraska
Hooker,"46,681","44,294","43,520",92,-5.1,-1.7,33,Nebraska
Howard,"51,656","57,793","56,410",60,11.9,-2.4,42,Nebraska
Jefferson,"50,684","58,782","57,442",56,16,-2.3,39,Nebraska
Johnson,"38,302","44,011","42,926",93,14.9,-2.5,43,Nebraska
Kearney,"61,068","72,466","68,461",14,18.7,-5.5,66,Nebraska
Keith,"49,873","54,034","53,846",76,8.3,-0.3,26,Nebraska
Keya Paha,"66,673","59,846","58,537",51,-10.2,-2.2,38,Nebraska
Kimball,"51,338","53,129","55,137",70,3.5,3.8,9,Nebraska
Knox,"52,394","58,946","58,711",49,12.5,-0.4,27,Nebraska
Lancaster,"53,413","59,148","60,354",42,10.7,2,14,Nebraska
Lincoln,"52,995","61,767","64,765",23,16.6,4.9,7,Nebraska
Logan,"54,793","55,168","52,787",79,0.7,-4.3,54,Nebraska
Loup,"61,589","65,232","63,277",29,5.9,-3,46,Nebraska
McPherson,"67,559","59,652","55,976",64,-11.7,-6.2,72,Nebraska
Madison,"53,199","60,940","62,467",34,14.6,2.5,12,Nebraska
Merrick,"52,443","57,699","55,273",69,10,-4.2,52,Nebraska
Morrill,"64,596","69,598","69,476",12,7.7,-0.2,25,Nebraska
Nance,"44,010","54,811","47,674",88,24.5,-13,89,Nebraska
Nemaha,"49,886","58,656","55,302",67,17.6,-5.7,67,Nebraska
Nuckolls,"57,562","69,251","63,433",28,20.3,-8.4,83,Nebraska
Otoe,"55,792","59,324","57,918",55,6.3,-2.4,40,Nebraska
Pawnee,"51,603","60,006","55,877",65,16.3,-6.9,76,Nebraska
Perkins,"73,168","90,733","86,085",2,24,-5.1,63,Nebraska
Phelps,"59,467","66,650","62,347",35,12.1,-6.5,74,Nebraska
Pierce,"58,704","74,110","85,508",3,26.2,15.4,1,Nebraska
Platte,"50,871","57,063","56,218",62,12.2,-1.5,32,Nebraska
Polk,"56,116","68,331","65,211",21,21.8,-4.6,58,Nebraska
Red Willow,"50,400","55,324","56,193",63,9.8,1.6,19,Nebraska
Richardson,"53,467","61,220","58,536",52,14.5,-4.4,55,Nebraska
Rock,"74,960","78,263","71,711",9,4.4,-8.4,82,Nebraska
Saline,"46,463","53,826","51,895",82,15.8,-3.6,50,Nebraska
Sarpy,"54,913","59,912","62,030",37,9.1,3.5,10,Nebraska
Saunders,"57,608","64,918","65,145",22,12.7,0.3,23,Nebraska
Scotts Bluff,"49,372","52,336","53,341",78,6,1.9,17,Nebraska
Seward,"54,055","59,935","59,292",48,10.9,-1.1,30,Nebraska
Sheridan,"55,990","63,546","70,167",10,13.5,10.4,2,Nebraska
Sherman,"49,798","60,558","56,306",61,21.6,-7,77,Nebraska
Sioux,"66,775","71,425","65,775",20,7,-7.9,80,Nebraska
Stanton,"52,888","60,387","58,387",54,14.2,-3.3,48,Nebraska
Thayer,"58,689","69,458","66,329",16,18.3,-4.5,57,Nebraska
Thomas,"60,627","60,478","66,131",18,-0.2,9.3,3,Nebraska
Thurston,"48,520","57,308","56,714",57,18.1,-1,29,Nebraska
Valley,"59,236","63,629","60,603",41,7.4,-4.8,60,Nebraska
Washington,"60,651","67,469","69,798",11,11.2,3.5,11,Nebraska
Wayne,"46,207","52,428","51,794",83,13.5,-1.2,31,Nebraska
Webster,"55,079","58,623","56,696",58,6.4,-3.3,47,Nebraska
Wheeler,"70,785","67,539","56,550",59,-4.6,-16.3,93,Nebraska
York,"53,543","61,031","60,623",40,14,-0.7,28,Nebraska
Churchill,"49,956","55,338","54,206",10,10.8,-2,13,Nevada
Clark,"52,562","58,388","59,150",7,11.1,1.3,5,Nevada
Douglas,"85,351","95,082","100,296",1,11.4,5.5,1,Nevada
Elko,"50,285","53,482","54,046",11,6.4,1.1,6,Nevada
Esmeralda,"47,951","64,078","60,376",6,33.6,-5.8,17,Nevada
Eureka,"48,559","48,166","49,631",12,-0.8,3,3,Nevada
Humboldt,"50,786","54,126","54,432",9,6.6,0.6,8,Nevada
Lander,"68,478","73,534","73,550",4,7.4,0,11,Nevada
Lincoln,"48,952","51,286","48,569",13,4.8,-5.3,16,Nevada
Lyon,"43,975","46,646","46,735",15,6.1,0.2,10,Nevada
Mineral,"47,126","48,400","47,500",14,2.7,-1.9,12,Nevada
Nye,"40,145","42,898","43,052",16,6.9,0.4,9,Nevada
Pershing,"36,863","41,568","39,865",17,12.8,-4.1,15,Nevada
Storey,"68,007","77,324","78,007",3,13.7,0.9,7,Nevada
Washoe,"65,110","75,348","78,078",2,15.7,3.6,2,Nevada
White Pine,"53,517","58,546","57,323",8,9.4,-2.1,14,Nevada
Carson City,"54,776","59,579","61,026",5,8.8,2.4,4,Nevada
Belknap,"68,625","71,217","73,072",3,3.8,2.6,4,New Hampshire
Carroll,"66,049","70,166","71,081",5,6.2,1.3,6,New Hampshire
Cheshire,"57,496","65,196","62,369",8,13.4,-4.3,10,New Hampshire
Coos,"49,251","52,797","52,438",10,7.2,-0.7,9,New Hampshire
Grafton,"69,092","74,404","75,236",2,7.7,1.1,7,New Hampshire
Hillsborough,"66,256","69,833","71,761",4,5.4,2.8,3,New Hampshire
Merrimack,"64,297","67,185","68,713",6,4.5,2.3,5,New Hampshire
Rockingham,"81,679","87,347","90,689",1,6.9,3.8,1,New Hampshire
Strafford,"57,102","60,558","62,234",9,6.1,2.8,2,New Hampshire
Sullivan,"59,146","63,657","63,965",7,7.6,0.5,8,New Hampshire
Atlantic,"53,533","57,351","55,918",19,7.1,-2.5,19,New Jersey
Bergen,"88,461","94,654","97,138",4,7,2.6,5,New Jersey
Burlington,"65,369","69,619","70,448",13,6.5,1.2,12,New Jersey
Camden,"56,814","61,023","60,489",16,7.4,-0.9,16,New Jersey
Cape May,"68,836","73,458","71,590",11,6.7,-2.5,20,New Jersey
Cumberland,"44,000","48,073","46,791",21,9.3,-2.7,21,New Jersey
Essex,"67,857","74,873","75,934",8,10.3,1.4,11,New Jersey
Gloucester,"58,451","62,338","62,405",15,6.7,0.1,13,New Jersey
Hudson,"64,653","72,709","72,730",9,12.5,0,14,New Jersey
Hunterdon,"93,251","98,146","102,044",3,5.2,4,1,New Jersey
Mercer,"72,811","77,984","79,354",6,7.1,1.8,8,New Jersey
Middlesex,"64,841","69,931","70,951",12,7.8,1.5,10,New Jersey
Monmouth,"86,588","91,247","94,381",5,5.4,3.4,4,New Jersey
Morris,"100,797","107,660","111,597",1,6.8,3.7,2,New Jersey
Ocean,"56,954","59,386","59,332",17,4.3,-0.1,15,New Jersey
Passaic,"53,539","57,951","57,067",18,8.2,-1.5,18,New Jersey
Salem,"51,979","55,067","54,250",20,5.9,-1.5,17,New Jersey
Somerset,"103,317","106,848","110,753",2,3.4,3.7,3,New Jersey
Sussex,"67,079","70,291","71,671",10,4.8,2,6,New Jersey
Union,"70,682","75,285","76,616",7,6.5,1.8,7,New Jersey
Warren,"59,268","61,960","62,921",14,4.5,1.6,9,New Jersey
Bernalillo,"50,063","54,551","55,543",5,9,1.8,19,New Mexico
Catron,"37,613","38,929","39,459",30,3.5,1.4,22,New Mexico
Chaves,"43,088","46,647","47,792",16,8.3,2.5,15,New Mexico
Cibola,"32,047","33,845","34,184",33,5.6,1,25,New Mexico
Colfax,"44,595","49,012","50,285",12,9.9,2.6,13,New Mexico
Curry,"48,363","51,328","53,676",6,6.1,4.6,6,New Mexico
De Baca,"53,849","54,008","56,051",4,0.3,3.8,10,New Mexico
Doña Ana,"40,871","45,649","45,361",21,11.7,-0.6,30,New Mexico
Eddy,"59,037","64,865","67,457",3,9.9,4,9,New Mexico
Grant,"44,057","48,772","51,917",10,10.7,6.4,3,New Mexico
Guadalupe,"38,025","43,708","42,757",28,14.9,-2.2,32,New Mexico
Harding,"43,803","44,223","46,185",19,1,4.4,8,New Mexico
Hidalgo,"47,083","50,254","53,110",8,6.7,5.7,5,New Mexico
Lea,"45,549","47,708","52,825",9,4.7,10.7,1,New Mexico
Lincoln,"46,078","49,885","50,253",13,8.3,0.7,27,New Mexico
Los Alamos,"76,281","82,828","86,598",1,8.6,4.6,7,New Mexico
Luna,"35,778","38,804","37,413",31,8.5,-3.6,33,New Mexico
McKinley,"31,984","35,211","34,910",32,10.1,-0.9,31,New Mexico
Mora,"48,929","50,333","51,788",11,2.9,2.9,12,New Mexico
Otero,"38,876","41,977","41,853",29,8,-0.3,28,New Mexico
Quay,"40,793","44,473","47,211",17,9,6.2,4,New Mexico
Rio Arriba,"39,018","42,707","43,400",24,9.5,1.6,20,New Mexico
Roosevelt,"43,897","46,503","49,631",14,5.9,6.7,2,New Mexico
Sandoval,"47,801","51,906","53,144",7,8.6,2.4,16,New Mexico
San Juan,"39,050","43,031","43,489",23,10.2,1.1,24,New Mexico
San Miguel,"40,795","44,445","45,444",20,8.9,2.2,17,New Mexico
Santa Fe,"63,104","72,940","74,751",2,15.6,2.5,14,New Mexico
Sierra,"44,956","48,941","48,636",15,8.9,-0.6,29,New Mexico
Socorro,"39,083","42,672","43,237",26,9.2,1.3,23,New Mexico
Taos,"41,204","46,351","46,783",18,12.5,0.9,26,New Mexico
Torrance,"39,416","42,304","43,215",27,7.3,2.2,18,New Mexico
Union,"40,425","42,022","43,268",25,4,3,11,New Mexico
Valencia,"39,662","43,379","43,977",22,9.4,1.4,21,New Mexico
Albany,"68,825","73,409","73,125",7,6.7,-0.4,26,New York
Allegany,"41,777","42,166","41,297",61,0.9,-2.1,49,New York
Bronx,"41,240","44,020","40,691",62,6.7,-7.6,62,New York
Broome,"47,398","50,152","48,826",50,5.8,-2.6,54,New York
Cattaraugus,"44,580","46,428","45,575",58,4.1,-1.8,46,New York
Cayuga,"49,227","51,789","51,714",33,5.2,-0.1,21,New York
Chautauqua,"44,634","47,436","46,279",56,6.3,-2.4,52,New York
Chemung,"49,058","51,797","51,630",35,5.6,-0.3,23,New York
Chenango,"47,274","49,953","49,288",46,5.7,-1.3,38,New York
Clinton,"48,550","50,930","51,133",37,4.9,0.4,15,New York
Columbia,"64,301","68,369","69,187",8,6.3,1.2,8,New York
Cortland,"46,223","48,307","47,648",52,4.5,-1.4,40,New York
Delaware,"44,929","47,173","45,900",57,5,-2.7,55,New York
Dutchess,"63,835","67,260","68,474",9,5.4,1.8,5,New York
Erie,"55,097","57,900","57,450",19,5.1,-0.8,31,New York
Essex,"51,196","54,768","53,558",30,7,-2.2,51,New York
Franklin,"45,263","49,293","49,239",48,8.9,-0.1,20,New York
Fulton,"47,903","50,683","50,202",41,5.8,-0.9,36,New York
Genesee,"48,133","50,043","49,259",47,4,-1.6,43,New York
Greene,"53,506","56,454","56,271",21,5.5,-0.3,24,New York
Hamilton,"53,926","55,925","54,185",27,3.7,-3.1,59,New York
Herkimer,"47,905","50,839","49,344",45,6.1,-2.9,57,New York
Jefferson,"50,260","52,354","51,749",31,4.2,-1.2,37,New York
Kings,"55,031","62,001","60,153",16,12.7,-3,58,New York
Lewis,"51,199","53,785","53,952",28,5.1,0.3,16,New York
Livingston,"49,329","50,433","50,267",39,2.2,-0.3,25,New York
Madison,"52,001","55,903","55,924",23,7.5,0,18,New York
Monroe,"57,124","59,883","59,354",17,4.8,-0.9,35,New York
Montgomery,"45,579","47,853","46,909",54,5,-2,48,New York
Nassau,"91,828","97,155","99,864",3,5.8,2.8,2,New York
New York,"162,457","193,617","186,848",1,19.2,-3.5,60,New York
Niagara,"50,213","52,103","51,747",32,3.8,-0.7,29,New York
Oneida,"49,571","52,571","51,637",34,6.1,-1.8,45,New York
Onondaga,"57,781","60,952","60,414",15,5.5,-0.9,34,New York
Ontario,"58,637","61,937","61,885",13,5.6,-0.1,19,New York
Orange,"55,350","57,555","58,136",18,4,1,10,New York
Orleans,"44,297","46,544","45,392",59,5.1,-2.5,53,New York
Oswego,"45,759","47,944","47,279",53,4.8,-1.4,41,New York
Otsego,"50,514","51,035","49,618",42,1,-2.8,56,New York
Putnam,"75,547","78,363","80,309",5,3.7,2.5,3,New York
Queens,"51,882","56,313","54,261",25,8.5,-3.6,61,New York
Rensselaer,"53,673","56,271","55,976",22,4.8,-0.5,28,New York
Richmond,"59,317","62,959","62,469",11,6.1,-0.8,32,New York
Rockland,"64,228","67,108","67,860",10,4.5,1.1,9,New York
St. Lawrence,"42,651","45,294","44,328",60,6.2,-2.1,50,New York
Saratoga,"69,305","74,404","74,991",6,7.4,0.8,12,New York
Schenectady,"53,155","57,088","57,198",20,7.4,0.2,17,New York
Schoharie,"48,615","50,187","49,517",43,3.2,-1.3,39,New York
Schuyler,"47,331","49,639","48,843",49,4.9,-1.6,44,New York
Seneca,"44,205","46,848","46,607",55,6,-0.5,27,New York
Steuben,"51,262","54,359","54,247",26,6,-0.2,22,New York
Suffolk,"78,701","82,301","84,201",4,4.6,2.3,4,New York
Sullivan,"50,941","53,931","54,451",24,5.9,1,11,New York
Tioga,"49,889","51,782","50,825",38,3.8,-1.8,47,New York
Tompkins,"50,472","50,527","51,169",36,0.1,1.3,7,New York
Ulster,"58,285","61,224","62,270",12,5,1.7,6,New York
Warren,"58,485","61,193","60,743",14,4.6,-0.7,30,New York
Washington,"45,483","48,371","47,673",51,6.3,-1.4,42,New York
Wayne,"51,420","54,281","53,837",29,5.6,-0.8,33,New York
Westchester,"111,340","119,841","124,029",2,7.6,3.5,1,New York
Wyoming,"45,902","50,025","50,254",40,9,0.5,14,New York
Yates,"45,843","49,106","49,358",44,7.1,0.5,13,New York
Alamance,"44,223","48,218","48,980",45,9,1.6,44,North Carolina
Alexander,"42,020","46,049","48,035",55,9.6,4.3,9,North Carolina
Alleghany,"41,553","44,417","44,464",80,6.9,0.1,75,North Carolina
Anson,"42,032","47,342","50,187",37,12.6,6,1,North Carolina
Ashe,"40,730","44,051","44,433",81,8.2,0.9,58,North Carolina
Avery,"40,161","44,675","45,653",69,11.2,2.2,32,North Carolina
Beaufort,"49,644","54,638","54,554",25,10.1,-0.2,81,North Carolina
Bertie,"41,403","48,666","49,409",43,17.5,1.5,46,North Carolina
Bladen,"43,041","48,614","48,424",52,12.9,-0.4,85,North Carolina
Brunswick,"53,840","57,611","58,281",16,7,1.2,52,North Carolina
Buncombe,"52,847","58,883","61,560",10,11.4,4.5,5,North Carolina
Burke,"41,095","44,126","44,631",78,7.4,1.1,53,North Carolina
Cabarrus,"49,313","52,883","54,754",24,7.2,3.5,14,North Carolina
Caldwell,"40,096","44,196","44,761",77,10.2,1.3,50,North Carolina
Camden,"52,318","55,169","56,906",19,5.4,3.1,18,North Carolina
Carteret,"57,425","62,138","63,531",8,8.2,2.2,31,North Carolina
Caswell,"38,126","41,671","41,155",95,9.3,-1.2,88,North Carolina
Catawba,"48,940","53,670","55,223",22,9.7,2.9,21,North Carolina
Chatham,"70,275","76,790","79,769",1,9.3,3.9,10,North Carolina
Cherokee,"36,538","39,646","40,021",98,8.5,0.9,57,North Carolina
Chowan,"45,733","50,638","51,005",34,10.7,0.7,61,North Carolina
Clay,"40,588","43,764","43,753",86,7.8,0,79,North Carolina
Cleveland,"40,777","44,548","45,126",73,9.2,1.3,49,North Carolina
Columbus,"39,746","44,261","44,109",83,11.4,-0.3,84,North Carolina
Craven,"49,475","53,991","54,327",26,9.1,0.6,63,North Carolina
Cumberland,"42,554","46,001","46,024",67,8.1,0,78,North Carolina
Currituck,"52,882","57,334","59,381",14,8.4,3.6,13,North Carolina
Dare,"64,544","72,122","76,100",5,11.7,5.5,2,North Carolina
Davidson,"43,984","48,005","48,523",50,9.1,1.1,55,North Carolina
Davie,"53,010","58,880","60,579",13,11.1,2.9,22,North Carolina
Duplin,"44,157","52,536","52,760",29,19,0.4,70,North Carolina
Durham,"53,973","57,849","59,070",15,7.2,2.1,33,North Carolina
Edgecombe,"40,426","44,090","43,507",87,9.1,-1.3,92,North Carolina
Forsyth,"51,667","56,273","57,781",18,8.9,2.7,25,North Carolina
Franklin,"41,803","45,785","46,330",66,9.5,1.2,51,North Carolina
Gaston,"44,808","48,748","49,674",40,8.8,1.9,36,North Carolina
Gates,"44,611","49,434","49,850",39,10.8,0.8,59,North Carolina
Graham,"39,293","42,625","41,336",93,8.5,-3,98,North Carolina
Granville,"42,701","46,151","46,906",61,8.1,1.6,41,North Carolina
Greene,"35,078","39,616","38,963",99,12.9,-1.6,94,North Carolina
Guilford,"49,900","54,117","55,008",23,8.5,1.6,40,North Carolina
Halifax,"40,249","44,549","44,768",76,10.7,0.5,66,North Carolina
Harnett,"39,664","44,164","44,192",82,11.3,0.1,77,North Carolina
Haywood,"44,882","49,360","50,894",35,10,3.1,19,North Carolina
Henderson,"48,378","53,379","55,243",21,10.3,3.5,15,North Carolina
Hertford,"38,993","42,073","41,529",92,7.9,-1.3,90,North Carolina
Hoke,"37,583","41,494","41,181",94,10.4,-0.8,86,North Carolina
Hyde,"45,086","49,971","48,593",48,10.8,-2.8,97,North Carolina
Iredell,"56,778","61,688","64,437",7,8.6,4.5,7,North Carolina
Jackson,"40,196","44,040","44,870",75,9.6,1.9,37,North Carolina
Johnston,"44,945","48,440","49,672",41,7.8,2.5,27,North Carolina
Jones,"42,505","50,285","48,585",49,18.3,-3.4,99,North Carolina
Lee,"44,833","49,392","49,622",42,10.2,0.5,68,North Carolina
Lenoir,"44,714","49,888","51,039",33,11.6,2.3,30,North Carolina
Lincoln,"51,873","56,061","58,227",17,8.1,3.9,11,North Carolina
McDowell,"40,139","43,666","43,983",85,8.8,0.7,60,North Carolina
Macon,"43,926","47,209","48,309",53,7.5,2.3,29,North Carolina
Madison,"39,905","43,326","44,497",79,8.6,2.7,24,North Carolina
Martin,"38,344","43,236","42,553",89,12.8,-1.6,93,North Carolina
Mecklenburg,"68,546","73,908","76,441",3,7.8,3.4,17,North Carolina
Mitchell,"40,269","43,700","43,990",84,8.5,0.7,62,North Carolina
Montgomery,"41,954","45,816","46,774",63,9.2,2.1,34,North Carolina
Moore,"57,370","61,193","62,886",9,6.7,2.8,23,North Carolina
Nash,"46,612","49,903","50,715",36,7.1,1.6,43,North Carolina
New Hanover,"54,128","59,914","60,943",12,10.7,1.7,38,North Carolina
Northampton,"41,835","47,581","47,614",56,13.7,0.1,76,North Carolina
Onslow,"46,781","51,490","51,585",31,10.1,0.2,73,North Carolina
Orange,"72,271","75,349","77,568",2,4.3,2.9,20,North Carolina
Pamlico,"48,844","52,383","52,301",30,7.2,-0.2,82,North Carolina
Pasquotank,"42,956","47,094","47,234",59,9.6,0.3,72,North Carolina
Pender,"45,161","49,607","49,887",38,9.8,0.6,64,North Carolina
Perquimans,"46,806","52,814","53,355",28,12.8,1,56,North Carolina
Person,"42,300","45,717","45,304",72,8.1,-0.9,87,North Carolina
Pitt,"48,920","52,716","53,495",27,7.8,1.5,48,North Carolina
Polk,"54,915","58,680","61,494",11,6.9,4.8,4,North Carolina
Randolph,"41,641","46,031","46,748",64,10.5,1.6,45,North Carolina
Richmond,"40,265","44,864","46,009",68,11.4,2.6,26,North Carolina
Robeson,"37,167","41,618","41,071",96,12,-1.3,91,North Carolina
Rockingham,"41,380","45,428","45,332",71,9.8,-0.2,83,North Carolina
Rowan,"41,866","46,221","46,990",60,10.4,1.7,39,North Carolina
Rutherford,"38,322","42,065","42,525",90,9.8,1.1,54,North Carolina
Sampson,"40,816","46,657","46,849",62,14.3,0.4,71,North Carolina
Scotland,"37,902","41,005","41,064",97,8.2,0.1,74,North Carolina
Stanly,"43,161","47,273","48,212",54,9.5,2,35,North Carolina
Stokes,"41,963","46,442","46,391",65,10.7,-0.1,80,North Carolina
Surry,"43,044","48,060","48,778",46,11.7,1.5,47,North Carolina
Swain,"44,375","50,318","51,517",32,13.4,2.4,28,North Carolina
Transylvania,"48,333","53,026","55,406",20,9.7,4.5,6,North Carolina
Tyrrell,"44,595","47,208","45,079",74,5.9,-4.5,100,North Carolina
Union,"58,390","64,278","67,641",6,10.1,5.2,3,North Carolina
Vance,"39,534","43,909","43,356",88,11.1,-1.3,89,North Carolina
Wake,"65,717","73,800","76,357",4,12.3,3.5,16,North Carolina
Warren,"35,114","38,664","37,601",100,10.1,-2.7,96,North Carolina
Washington,"41,670","46,449","45,405",70,11.5,-2.2,95,North Carolina
Watauga,"43,123","46,432","48,445",51,7.7,4.3,8,North Carolina
Wayne,"44,189","49,132","49,370",44,11.2,0.5,67,North Carolina
Wilkes,"41,195","45,732","47,495",57,11,3.9,12,North Carolina
Wilson,"44,619","48,558","48,774",47,8.8,0.4,69,North Carolina
Yadkin,"41,757","46,694","47,455",58,11.8,1.6,42,North Carolina
Yancey,"39,418","41,798","42,006",91,6,0.5,65,North Carolina
Adams,"60,325","57,266","58,789",49,-5.1,2.7,46,North Dakota
Barnes,"61,302","66,764","75,766",28,8.9,13.5,21,North Dakota
Benson,"50,026","56,756","68,554",37,13.5,20.8,15,North Dakota
Billings,"86,835","86,789","83,059",22,-0.1,-4.3,52,North Dakota
Bottineau,"69,397","71,537","89,879",18,3.1,25.6,9,North Dakota
Bowman,"71,448","75,237","75,059",30,5.3,-0.2,49,North Dakota
Burke,"80,242","72,620","102,647",6,-9.5,41.3,4,North Dakota
Burleigh,"62,748","69,512","71,483",34,10.8,2.8,45,North Dakota
Cass,"61,838","67,112","69,087",36,8.5,2.9,44,North Dakota
Cavalier,"92,697","89,451","135,571",1,-3.5,51.6,2,North Dakota
Dickey,"67,230","77,706","92,959",12,15.6,19.6,16,North Dakota
Divide,"63,376","62,480","73,799",33,-1.4,18.1,17,North Dakota
Dunn,"78,373","90,817","91,714",14,15.9,1,47,North Dakota
